	run	ndata	hidden_size	nlayers	dropout	embedding_size	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	base_train_loss	base_dev_loss	base_test_loss	base_train_acc	base_dev_acc	base_test_acc	representation	model	language	n_train	n_test	entropy	entropy_conditional	n_classes
0	0	1	776	0	0.09	272	3.3692	3.9369	3.9485	1.0	0.0295	0.0097	0.0035	3.8225	3.8674	1.0	0.1477	0.1238	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
1	1	2	433	2	0.27	145	3.415	3.9388	3.9574	0.5	0.075	0.0631	0.0	6.124	6.3882	1.0	0.0864	0.0534	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
2	2	3	310	1	0.38	182	3.4594	3.8383	3.8939	0.3333	0.075	0.0631	0.0007	3.9349	4.1515	1.0	0.1091	0.0607	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
3	3	4	300	1	0.42	205	3.5025	3.7511	3.795	0.25	0.075	0.0631	0.001	3.3829	3.5439	1.0	0.2682	0.2427	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
4	4	5	1009	2	0.39	134	3.5443	3.761	3.7729	0.2	0.075	0.0631	0.0	6.4557	6.9269	1.0	0.2614	0.199	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
5	5	6	657	2	0.41	245	3.4466	3.7894	3.8095	0.3333	0.0295	0.0097	0.0	4.587	4.7862	1.0	0.2273	0.2451	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
6	6	7	455	2	0.23	133	3.3873	3.7261	3.7725	0.2857	0.0295	0.0097	0.0001	4.4882	4.7643	1.0	0.3318	0.2549	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
7	7	8	103	2	0.09	108	3.3517	3.7335	3.7848	0.25	0.075	0.0631	0.0023	3.4262	3.5787	1.0	0.2955	0.216	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
8	8	9	203	2	0.14	93	3.3315	3.6785	3.7215	0.2222	0.075	0.0631	0.0005	3.8942	4.1549	1.0	0.2977	0.2136	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
9	9	11	150	1	0.31	212	3.3452	3.7212	3.7707	0.2727	0.0295	0.0097	0.0025	3.3164	3.5158	1.0	0.2568	0.1869	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
10	10	12	72	0	0.15	103	3.3005	3.6762	3.746	0.25	0.0295	0.0097	0.1166	4.1196	4.1581	1.0	0.15	0.1383	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
11	11	14	467	2	0.27	113	3.3123	3.6689	3.7604	0.2857	0.2477	0.1845	0.0001	4.8357	5.1352	1.0	0.2545	0.1942	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
12	12	16	377	2	0.5	99	3.2284	3.6062	3.7053	0.3125	0.2477	0.1845	0.0021	4.5737	4.8851	1.0	0.2136	0.1869	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
13	13	19	436	0	0.44	148	3.2628	3.607	3.6858	0.3158	0.2477	0.1845	0.13	3.842	3.9997	1.0	0.1727	0.1311	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
14	14	22	382	0	0.1	165	3.2534	3.507	3.5812	0.3182	0.2477	0.1845	0.0749	3.6503	3.7723	1.0	0.1886	0.1917	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
15	15	25	326	2	0.5	60	3.2925	3.4958	3.5842	0.32	0.2477	0.1845	0.1286	3.4361	3.8423	0.96	0.3068	0.2451	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
16	16	29	326	2	0.49	84	3.2668	3.4356	3.5035	0.3103	0.2477	0.1845	0.0815	3.2975	3.9087	0.9655	0.3136	0.2597	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
17	17	33	247	2	0.44	238	3.1988	3.3715	3.4346	0.303	0.2477	0.1845	0.0636	2.8608	3.0833	0.9697	0.4523	0.4612	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
18	18	38	179	2	0.05	122	3.1643	3.3323	3.3669	0.2632	0.2477	0.1845	0.0549	2.8952	3.3991	0.9737	0.4136	0.3422	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
19	19	44	137	2	0.02	144	3.1723	3.3167	3.3429	0.25	0.2477	0.1845	0.0487	2.9968	3.2616	0.9773	0.4068	0.3908	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
20	20	50	786	2	0.23	79	3.0956	3.2986	3.336	0.26	0.2477	0.1845	0.0409	4.1711	4.6301	0.98	0.4523	0.4296	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
21	21	58	410	1	0.31	159	3.1162	3.3154	3.333	0.2414	0.2477	0.1845	0.0413	2.852	2.9621	0.9828	0.4455	0.4587	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
22	22	67	388	1	0.37	154	3.1033	3.3082	3.301	0.2537	0.2227	0.2427	0.0394	2.9081	3.0721	0.9851	0.4068	0.4369	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
23	23	77	38	2	0.25	148	3.0437	3.2968	3.2921	0.2727	0.2227	0.2427	0.789	2.654	2.6172	0.9091	0.4205	0.432	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
24	24	88	467	1	0.41	115	3.0919	3.2944	3.2658	0.25	0.2227	0.2427	0.1112	2.6094	2.5825	0.9659	0.4909	0.4806	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
25	25	102	176	0	0.09	124	3.0914	3.2847	3.2428	0.2549	0.2227	0.2427	0.8296	2.8917	2.8989	0.9314	0.4	0.4272	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
26	26	117	57	2	0.02	240	3.0558	3.2519	3.2185	0.2479	0.2227	0.2427	0.2309	2.5351	2.4395	0.9402	0.4705	0.4733	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
27	27	135	968	2	0.15	50	3.0885	3.2537	3.2054	0.2296	0.2227	0.2427	0.1813	4.6636	3.9507	0.9407	0.5045	0.5437	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
28	28	155	268	0	0.01	235	3.0558	3.2311	3.187	0.2194	0.2227	0.2427	0.5252	2.8573	2.6292	0.9161	0.4205	0.4733	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
29	29	179	270	0	0.3	144	3.0118	3.2186	3.1788	0.2235	0.2227	0.2427	1.2351	2.8324	2.6641	0.8492	0.4205	0.4709	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
30	30	206	596	2	0.24	188	2.9772	3.216	3.1773	0.2233	0.2227	0.2427	0.2423	3.2574	2.9413	0.9175	0.5159	0.5558	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
31	31	237	694	0	0.49	59	2.9738	3.2121	3.1799	0.2236	0.2477	0.1845	0.808	2.4539	2.5145	0.827	0.4932	0.5146	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
32	32	273	837	0	0.48	176	2.9691	3.2264	3.1965	0.2271	0.2477	0.1845	0.8248	2.5317	2.5222	0.8828	0.4636	0.4903	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
33	33	314	487	2	0.4	75	2.9932	3.2352	3.2092	0.2293	0.2477	0.1845	0.3927	2.2955	2.3385	0.914	0.5932	0.5801	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
34	34	362	418	0	0.11	210	3.0319	3.2361	3.2057	0.2155	0.2477	0.1845	1.2363	2.7533	2.5826	0.8039	0.4477	0.483	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
35	35	417	407	0	0.05	85	3.0302	3.2475	3.2061	0.2086	0.2477	0.1845	1.5266	2.6637	2.7666	0.717	0.4727	0.4951	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
36	36	480	657	0	0.0	102	3.0222	3.2486	3.2161	0.2229	0.2477	0.1845	1.9523	2.7133	2.7943	0.6333	0.4659	0.4539	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
37	37	552	442	1	0.22	225	3.0221	3.2661	3.2291	0.2192	0.2477	0.1845	0.3687	2.1065	1.966	0.8986	0.5682	0.6141	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
38	38	636	398	1	0.37	187	3.0647	3.2704	3.2278	0.2091	0.2477	0.1845	0.4801	1.9608	1.9524	0.8852	0.5932	0.5922	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
39	39	732	369	2	0.04	195	3.0756	3.2638	3.2329	0.2172	0.2477	0.1845	0.3992	2.6671	2.9958	0.8825	0.6091	0.6141	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
40	40	843	75	2	0.43	230	3.0729	3.2547	3.2399	0.2289	0.2477	0.1845	0.8144	1.8385	1.7684	0.8292	0.5977	0.6262	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
41	41	971	179	1	0.18	187	3.0462	3.2546	3.2412	0.2317	0.2477	0.1845	0.5911	1.8261	1.8172	0.8774	0.6182	0.6578	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
42	42	1118	442	0	0.09	112	3.0578	3.2625	3.2406	0.2272	0.2477	0.1845	1.6805	2.5168	2.3378	0.6699	0.5205	0.5558	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
43	43	1287	111	0	0.14	188	3.0335	3.2698	3.2511	0.23	0.2477	0.1845	1.3605	2.3976	2.4858	0.7537	0.5114	0.5437	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
44	44	1481	242	0	0.37	94	3.0191	3.2807	3.2624	0.235	0.2477	0.1845	1.2763	2.1328	2.0643	0.684	0.5523	0.5728	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
45	45	1706	107	0	0.35	182	3.0191	3.2819	3.2689	0.2386	0.2477	0.1845	0.9553	1.9267	1.9452	0.7837	0.5909	0.6262	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
46	46	1964	150	0	0.11	215	3.0296	3.2919	3.2768	0.2378	0.2477	0.1845	1.7117	2.4049	2.4003	0.6777	0.5568	0.5194	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
47	47	2261	38	2	0.41	292	3.0503	3.277	3.2586	0.2375	0.2477	0.1845	1.2148	1.9609	1.8908	0.7138	0.6114	0.6165	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
48	48	2603	248	2	0.23	98	3.137	3.2087	3.1817	0.224	0.2477	0.1845	1.115	1.7785	1.6743	0.7484	0.6	0.6408	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
49	49	2997	670	1	0.29	67	3.1705	3.2029	3.1709	0.2149	0.2477	0.1845	0.8087	1.539	1.4166	0.8248	0.6591	0.699	random	mlp	marathi	2997	412	3.171473272906689	0.48336446299030844	15
0	0	1	776	0	0.09	768	3.1699	3.6996	3.7007	1.0	0.0945	0.0926	0.0014	4.3652	4.3691	1.0	0.0944	0.0926	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
1	1	2	433	2	0.27	768	3.2224	3.7304	3.7296	0.5	0.0945	0.0926	0.0	10.8002	10.7934	1.0	0.0695	0.0757	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
2	2	3	310	1	0.38	768	3.273	3.6749	3.6745	0.3333	0.0945	0.0926	0.0001	7.0202	7.0628	1.0	0.1963	0.195	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
3	3	4	300	1	0.42	768	3.1144	3.7085	3.7067	0.5	0.037	0.0404	0.0002	6.5	6.5418	1.0	0.1994	0.1986	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
4	4	5	1009	2	0.39	768	3.2032	3.735	3.7346	0.4	0.037	0.0404	0.0	12.5817	12.6607	1.0	0.1994	0.196	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
5	5	6	657	2	0.41	768	3.2767	3.6287	3.6205	0.3333	0.037	0.0404	0.0	7.8576	7.7449	1.0	0.2846	0.289	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
6	6	7	455	2	0.23	768	3.2223	3.5652	3.5514	0.2857	0.26	0.2734	0.0	8.2298	8.0946	1.0	0.3092	0.3199	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
7	7	9	103	2	0.09	768	3.2676	3.4979	3.4832	0.2222	0.0945	0.0926	0.001	4.1263	4.0199	1.0	0.2989	0.309	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
8	8	11	203	2	0.14	768	3.3981	3.5296	3.5208	0.1818	0.0945	0.0926	0.0002	3.8292	3.763	1.0	0.3179	0.3185	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
9	9	13	150	1	0.31	768	3.2964	3.4914	3.479	0.2308	0.0945	0.0926	0.0023	3.6202	3.5434	1.0	0.3209	0.3299	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
10	10	16	72	0	0.15	768	3.2635	3.3745	3.3577	0.25	0.26	0.2734	0.0401	3.0376	2.9593	1.0	0.4226	0.4433	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
11	11	20	467	2	0.27	768	3.2029	3.3799	3.3625	0.25	0.0945	0.0926	0.0001	4.7019	4.4898	1.0	0.4129	0.4422	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
12	12	24	377	2	0.5	768	3.22	3.3893	3.3734	0.25	0.0945	0.0926	0.0015	3.5523	3.3975	1.0	0.4326	0.4612	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
13	13	29	436	0	0.44	768	3.2491	3.309	3.2904	0.2069	0.0945	0.0926	0.1138	2.6503	2.5556	1.0	0.4757	0.498	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
14	14	36	382	0	0.1	768	3.1946	3.2496	3.2275	0.25	0.26	0.2734	0.0848	2.5495	2.4792	1.0	0.4983	0.52	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
15	15	44	326	2	0.5	768	3.1583	3.2265	3.1999	0.2727	0.26	0.2734	0.0019	3.2306	3.0508	1.0	0.5328	0.56	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
16	16	53	326	2	0.49	768	3.1319	3.2123	3.1834	0.2642	0.26	0.2734	0.0022	2.7911	2.6839	1.0	0.569	0.5867	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
17	17	65	247	2	0.44	768	3.0629	3.2077	3.1744	0.2923	0.26	0.2734	0.0039	2.6126	2.4866	1.0	0.568	0.5827	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
18	18	79	179	2	0.05	768	3.0625	3.1735	3.1387	0.2785	0.26	0.2734	0.0018	2.5827	2.4696	1.0	0.5917	0.6123	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
19	19	97	137	2	0.02	768	2.9722	3.1678	3.1276	0.3093	0.26	0.2734	0.0033	2.5603	2.4642	1.0	0.5821	0.6036	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
20	20	118	786	2	0.23	768	2.9615	3.1447	3.1022	0.3051	0.26	0.2734	0.0001	3.1464	3.0001	1.0	0.6071	0.6233	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
21	21	144	410	1	0.31	768	2.9193	3.1159	3.0724	0.3264	0.26	0.2734	0.0056	2.1858	2.0849	1.0	0.6241	0.644	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
22	22	175	388	1	0.37	768	2.9286	3.1021	3.0599	0.3086	0.26	0.2734	0.0089	1.9439	1.8699	1.0	0.6444	0.6609	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
23	23	214	38	2	0.25	768	2.9238	3.1093	3.0662	0.2991	0.26	0.2734	0.6253	1.7606	1.6853	0.9159	0.6098	0.6316	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
24	24	261	467	1	0.41	768	2.9639	3.0937	3.0527	0.3065	0.26	0.2734	0.0129	1.8311	1.7697	1.0	0.6744	0.6844	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
25	25	319	176	0	0.09	768	2.9209	3.0868	3.0418	0.3135	0.26	0.2734	0.3928	1.6022	1.5293	0.9718	0.657	0.6744	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
26	26	389	57	2	0.02	768	2.92	3.0821	3.037	0.2982	0.26	0.2734	0.0899	1.6459	1.5406	1.0	0.6777	0.6858	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
27	27	474	968	2	0.15	768	2.9156	3.0837	3.0375	0.3017	0.26	0.2734	0.0003	2.3788	2.2624	1.0	0.7123	0.7256	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
28	28	579	268	0	0.01	768	2.8954	3.0876	3.038	0.3057	0.26	0.2734	0.2387	1.3182	1.2562	0.981	0.7163	0.7288	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
29	29	706	270	0	0.3	768	2.9369	3.08	3.0346	0.2918	0.26	0.2734	0.3347	1.2206	1.1718	0.9674	0.7322	0.7481	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
30	30	862	596	2	0.24	768	2.9659	3.0717	3.029	0.2749	0.26	0.2734	0.0037	1.4782	1.4517	1.0	0.7573	0.7635	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
31	31	1051	694	0	0.49	768	2.9693	3.0693	3.0263	0.2712	0.26	0.2734	0.3299	1.0758	1.0296	0.9524	0.7664	0.7725	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
32	32	1283	837	0	0.48	768	2.9607	3.0718	3.0283	0.2783	0.26	0.2734	0.3548	1.0409	0.9994	0.9462	0.7761	0.7821	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
33	33	1565	487	2	0.4	768	2.9658	3.0676	3.0244	0.2754	0.26	0.2734	0.0706	0.9147	0.8865	0.9936	0.8071	0.8151	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
34	34	1909	418	0	0.11	768	2.9911	3.0617	3.0194	0.2782	0.26	0.2734	0.3573	0.879	0.848	0.9492	0.8	0.8135	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
35	35	2330	407	0	0.05	768	3.0312	3.0575	3.0163	0.2712	0.26	0.2734	0.3952	0.8058	0.772	0.9343	0.8168	0.8272	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
36	36	2843	657	0	0.0	768	3.0535	3.0577	3.0172	0.2613	0.26	0.2734	0.4356	0.7894	0.7531	0.9254	0.8243	0.8353	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
37	37	3469	442	1	0.22	768	3.0524	3.057	3.0161	0.2603	0.26	0.2734	0.2737	0.7109	0.6673	0.9461	0.8376	0.849	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
38	38	4232	398	1	0.37	768	3.047	3.0564	3.0138	0.2647	0.26	0.2734	0.2344	0.6689	0.6254	0.9603	0.8504	0.8601	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
39	39	5164	369	2	0.04	768	3.0342	3.056	3.012	0.2705	0.26	0.2734	0.2741	0.727	0.6665	0.9479	0.8416	0.8555	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
40	40	6301	75	2	0.43	768	3.0334	3.0566	3.0125	0.2719	0.26	0.2734	0.3784	0.6658	0.6173	0.9197	0.8543	0.8668	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
41	41	7688	179	1	0.18	768	3.0389	3.0558	3.0123	0.2713	0.26	0.2734	0.309	0.6263	0.5738	0.9382	0.855	0.8713	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
42	42	9381	442	0	0.09	768	3.023	3.0562	3.0124	0.2739	0.26	0.2734	0.4163	0.6414	0.595	0.9157	0.8568	0.8721	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
43	43	11446	111	0	0.14	768	3.0319	3.0554	3.0112	0.2717	0.26	0.2734	0.4163	0.6199	0.5741	0.9118	0.8602	0.8758	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
44	44	13966	242	0	0.37	768	3.0245	3.0554	3.0112	0.2727	0.26	0.2734	0.4237	0.5982	0.5494	0.9031	0.8637	0.8766	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
45	45	17040	107	0	0.35	768	3.0259	3.0545	3.0106	0.2712	0.26	0.2734	0.4477	0.5923	0.5425	0.8982	0.8633	0.879	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
46	46	20792	150	0	0.11	768	3.0234	3.0545	3.0107	0.271	0.26	0.2734	0.4207	0.5674	0.5209	0.9066	0.8673	0.8841	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
47	47	25369	38	2	0.41	768	3.0271	3.0544	3.0102	0.2706	0.26	0.2734	0.5335	0.6466	0.5998	0.886	0.8624	0.8749	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
48	48	30954	248	2	0.23	768	3.031	3.0543	3.01	0.2698	0.26	0.2734	0.155	0.4113	0.3847	0.9683	0.9056	0.9155	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
49	49	37769	670	1	0.29	768	3.0263	3.0542	3.0096	0.2703	0.26	0.2734	0.1051	0.3617	0.3367	0.9826	0.917	0.9249	bert	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
0	0	1	776	0	0.09	300	3.1699	3.6996	3.7007	1.0	0.0945	0.0926	0.7726	3.6897	3.6875	1.0	0.1067	0.1058	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
1	1	2	433	2	0.27	300	3.2224	3.7304	3.7296	0.5	0.0945	0.0926	0.0002	6.07	6.0134	1.0	0.0577	0.0619	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
2	2	3	310	1	0.38	300	3.273	3.6749	3.6745	0.3333	0.0945	0.0926	0.0214	3.5648	3.5451	1.0	0.2413	0.2434	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
3	3	4	300	1	0.42	300	3.1144	3.7085	3.7067	0.5	0.037	0.0404	0.0209	3.6868	3.6631	1.0	0.2298	0.2334	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
4	4	5	1009	2	0.39	300	3.2032	3.735	3.7346	0.4	0.037	0.0404	0.0001	8.5133	8.4223	1.0	0.2391	0.2433	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
5	5	6	657	2	0.41	300	3.2767	3.6287	3.6205	0.3333	0.037	0.0404	0.0018	4.9036	4.7279	1.0	0.376	0.3989	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
6	6	7	455	2	0.23	300	3.2223	3.5652	3.5514	0.2857	0.26	0.2734	0.0011	4.8363	4.6619	1.0	0.4107	0.4255	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
7	7	9	103	2	0.09	300	3.2676	3.4979	3.4832	0.2222	0.0945	0.0926	0.1302	3.4805	3.3478	1.0	0.3689	0.3758	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
8	8	11	203	2	0.14	300	3.3981	3.5296	3.5208	0.1818	0.0945	0.0926	0.0232	3.5216	3.4155	1.0	0.37	0.3733	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
9	9	13	150	1	0.31	300	3.2964	3.4914	3.479	0.2308	0.0945	0.0926	0.4375	2.9268	2.8663	1.0	0.3757	0.3772	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
10	10	16	72	0	0.15	300	3.2635	3.3745	3.3577	0.25	0.26	0.2734	0.2385	2.6951	2.6327	1.0	0.4544	0.4671	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
11	11	20	467	2	0.27	300	3.2029	3.3799	3.3625	0.25	0.0945	0.0926	0.0037	3.7903	3.6483	1.0	0.4351	0.4394	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
12	12	24	377	2	0.5	300	3.22	3.3893	3.3734	0.25	0.0945	0.0926	0.1034	2.9697	2.8834	1.0	0.4553	0.4572	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
13	13	29	436	0	0.44	300	3.2491	3.309	3.2904	0.2069	0.0945	0.0926	0.3063	2.2654	2.2099	1.0	0.5424	0.5525	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
14	14	36	382	0	0.1	300	3.1946	3.2496	3.2275	0.25	0.26	0.2734	0.2822	2.1983	2.1511	1.0	0.5627	0.5736	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
15	15	44	326	2	0.5	300	3.1583	3.2265	3.1999	0.2727	0.26	0.2734	0.3176	2.543	2.4771	0.9773	0.5681	0.5841	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
16	16	53	326	2	0.49	300	3.1319	3.2123	3.1834	0.2642	0.26	0.2734	0.2555	2.3668	2.3201	1.0	0.5926	0.6049	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
17	17	65	247	2	0.44	300	3.0629	3.2077	3.1744	0.2923	0.26	0.2734	0.4184	2.0948	2.0244	0.9385	0.5608	0.5705	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
18	18	79	179	2	0.05	300	3.0625	3.1735	3.1387	0.2785	0.26	0.2734	0.224	2.0145	1.9238	0.9873	0.6118	0.6251	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
19	19	97	137	2	0.02	300	2.9722	3.1678	3.1276	0.3093	0.26	0.2734	0.4186	2.0315	1.9313	0.9485	0.5926	0.6011	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
20	20	118	786	2	0.23	300	2.9615	3.1447	3.1022	0.3051	0.26	0.2734	0.0067	2.2085	2.0659	1.0	0.6522	0.6634	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
21	21	144	410	1	0.31	300	2.9193	3.1159	3.0724	0.3264	0.26	0.2734	0.078	1.654	1.5659	1.0	0.6906	0.7019	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
22	22	175	388	1	0.37	300	2.9286	3.1021	3.0599	0.3086	0.26	0.2734	0.115	1.604	1.5235	0.9943	0.7088	0.7173	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
23	23	214	38	2	0.25	300	2.9238	3.1093	3.0662	0.2991	0.26	0.2734	0.4309	1.708	1.6438	0.9393	0.657	0.6735	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
24	24	261	467	1	0.41	300	2.9639	3.0937	3.0527	0.3065	0.26	0.2734	0.1284	1.4657	1.4067	0.9923	0.7425	0.7495	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
25	25	319	176	0	0.09	300	2.9209	3.0868	3.0418	0.3135	0.26	0.2734	0.4779	1.5323	1.5002	0.9561	0.7314	0.736	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
